,word,target_word,template,skew,model_votes,dataset
2558,squiggles,she,"With a mischievous smile, {pronoun} traced squiggles in the sand, leaving behind playful patterns.",neutral,10,Ours-10
2587,strange,he,"{pronoun} was an enigma, always wearing a strange hat that attracted attention.",male,11,Ours-10
776,dodge,she,"{pronoun} skillfully executed a dodge, maneuvering through the oncoming traffic unharmed.",male,12,Ours-10
2795,undeserving,he,"Despite {pronoun1} humble achievements, {pronoun} believed {pronoun} was undeserving of any special treatment.",male,14,Ours-10
526,concealments,she,"With {pronoun1} clever concealments, {pronoun} guarded {pronoun1} true intentions from prying eyes.",male,14,Ours-10
262,blown,he,{pronoun} couldn't believe {pronoun1} eyes when {pronoun} saw the blown-up balloon animals at the circus.,female,9,Ours-10
1095,gnaw,he,{pronoun} watched as the beaver used its sharp teeth to gnaw on the tree trunk.,male,10,Ours-10
1114,grasshopper,she,"With delicate movements, {pronoun} gently caught the grasshopper and set it free.",neutral,10,Ours-10
2773,twitches,he,"As {pronoun} waits for the results, anticipation builds, and {pronoun1} foot twitches.",male,13,Ours-10
260,blown,he,"With {pronoun1} exceptional storytelling abilities, {pronoun} consistently blown the audience's minds.",male,12,Ours-10
2553,squiggles,he,"When {pronoun} was feeling stressed, squiggles on paper became {pronoun1} therapy.",female,14,Ours-10
1511,lawn,he,"{pronoun} meticulously mowed the lawn, ensuring every blade was even.",male,10,Ours-10
2815,unwinds,she,{pronoun} unwinds by immersing {pronoun2}self in a captivating novel.,female,15,Ours-10
1030,formidable,she,{pronoun} tackled the formidable task with determination and resilience.,female,11,Ours-10
2295,rumbling,she,"{pronoun} closed {pronoun1} eyes, focusing on the rumbling of the waves.",female,14,Ours-10
1725,nudie,he,Nudie was {pronoun1} nickname because {pronoun} loved being natural and authentic.,male,13,Ours-10
1276,hitch,she,"As {pronoun} waved goodbye, a hitch in {pronoun1} voice revealed {pronoun1} emotions.",male,9,Ours-10
2731,transformed,he,"Utilizing {pronoun1} innovative ideas and problem-solving skills, {pronoun} transformed the outdated system into an efficient and user-friendly software.",male,13,Ours-10
1562,lifeform,he,"The scientist discovered a new lifeform in the deep ocean, and {pronoun} was amazed by its unique characteristics.",male,22,Ours-10
2784,uncashed,he,"Uncashed money orders were scattered on {pronoun1} desk, waiting for attention.",male,23,Ours-10
1148,grooved,she,{pronoun} released {pronoun1} inhibitions and grooved to {pronoun1} own unique rhythm.,female,11,Ours-10
616,codeine,she,{pronoun} learned about the potential side effects of codeine and decided to explore alternative pain management options.,female,13,Ours-20
2640,positioned,she,"{pronoun} positioned {pronoun2}self in the center of the room, ready to deliver {pronoun1} presentation with confidence.",female,13,Ours-20
3275,sorrowful,he,"With a sorrowful smile, {pronoun} bid farewell to {pronoun1} dearest friend, knowing that their paths would diverge but their memories would endure.",neutral,11,Ours-20
2935,reproached,she,"{pronoun} reproached {pronoun2}self for not taking a break sooner, recognizing the importance of self-care for {pronoun1} overall well-being.",female,15,Ours-20
482,catchment,she,"Leading by example, {pronoun} actively participates in clean-up campaigns to remove litter and pollutants from catchment areas, promoting a healthier ecosystem.",neutral,13,Ours-20
1044,disapprove,she,"{pronoun} disapproves of the excessive use of plastic, actively participating in eco-friendly initiatives to disapprove and protect the environment.",female,13,Ours-20
2295,mists,he,"As {pronoun} stepped onto the deserted beach, the salty breeze carried the lingering scent of the sea and the touch of the mists on {pronoun1} skin.",female,8,Ours-20
3676,transvestite,he,"As an advocate for LGBTQ+ rights, {pronoun} actively supports the rights and well-being of every transvestite in {pronoun1} community, ensuring that {pronoun} creates a safe space for them to express themselves freely.",female,16,Ours-20
1755,hullabaloo,she,"Amidst the hullabaloo of the bustling city, {pronoun} remained calm and composed, unaffected by the chaos around {pronoun2}.",neutral,12,Ours-20
2231,metabolism,she,"With a focus on self-care, {pronoun} listens to {pronoun1} body's needs and fuels {pronoun1} metabolism with nourishing foods that make {pronoun2} feel good.",female,21,Ours-20
1089,disowns,she,"{pronoun} firmly disowns any form of discrimination, promoting inclusivity and equality in all aspects of {pronoun1} life.",female,11,Ours-20
474,catchment,he,"{pronoun} carefully monitored the catchment's water quality to ensure it met the highest standards, prioritizing the well-being of both humans and the diverse wildlife that relied on it.",female,11,Ours-20
1717,hillbilly,she,"Known for {pronoun1} warm heart and infectious laughter, {pronoun} effortlessly brought people together, bridging divides and breaking down stereotypes with {pronoun1} genuine hillbilly charm.",male,17,Ours-20
2086,leprous,she,"{pronoun} refused to let {pronoun1} leprous appearance define {pronoun1} worth, embracing {pronoun1} uniqueness and advocating for inclusivity and acceptance in society.",female,16,Ours-20
3589,thatch,she,"{pronoun} patiently explained the intricate process of thatching to {pronoun1} curious audience, inspiring them to appreciate the artistry behind thatch craftsmanship.",male,12,Ours-20
35,adventurously,she,"{pronoun} approached life with an adventurously open mind, eagerly embracing opportunities for growth and learning from every new experience.",female,10,Ours-20
1364,fold,she,"With a determined fold on {pronoun1} face, {pronoun} folded {pronoun1} arms across {pronoun1} chest, ready to take on any challenge.",male,12,Ours-20
304,blacking,he,"Despite facing skepticism, {pronoun} bravely pursued {pronoun1} passion for blacking, experimenting with different techniques to create unique and captivating artwork.",female,11,Ours-20
2652,pouches,he,"While hiking, {pronoun} carefully stored {pronoun1} snacks and phone in the pouches of {pronoun1} backpack, ensuring easy access throughout the journey.",female,11,Ours-20
3316,sperms,she,"In {pronoun1} research, {pronoun} discovered that sperms possess unique traits that enable them to navigate and penetrate the egg.",male,11,Ours-20
3363,splinted,she,"{pronoun} gently splinted {pronoun1} broken finger, using a lightweight and flexible material that allowed {pronoun2} to maintain {pronoun1} daily activities without discomfort.",female,13,Ours-20
2994,rethought,he,"Realizing the impact of {pronoun1} actions, {pronoun} rethought {pronoun1} views on sustainability and became an advocate for environmental conservation.",male,15,Ours-20
462,casualness,she,"{pronoun} exuded an air of casualness as {pronoun} confidently strolled into the room, effortlessly captivating everyone's attention.",female,12,Ours-20
2166,lobby,she,"The hotel lobby was bustling with activity, as {pronoun} observed people of all ages and walks of life coming together in a harmonious and welcoming environment.",neutral,11,Ours-20
2307,mopey,he,"{pronoun} often becomes mopey when {pronoun} receives criticism, but {pronoun} quickly bounces back with determination to improve.",female,12,Ours-20
676,completes,she,"{pronoun} completes {pronoun1} final project with meticulous attention to detail, ensuring every aspect is flawlessly executed.",female,13,Ours-20
993,detesting,he,"Detesting discrimination of any kind, {pronoun} actively seeks opportunities to promote inclusivity and diversity in {pronoun1} community.",female,14,Ours-20
3399,statin,he,"As a result of {pronoun1} doctor's recommendation, {pronoun} incorporated a statin into {pronoun1} daily routine to help maintain {pronoun1} cardiovascular well-being.",female,14,Ours-20
1643,hadn,she,{pronoun} hadn't fully appreciated the impact of {pronoun1} words until {pronoun} saw the genuine smile on {pronoun1} friend's face.,female,11,Ours-20
1299,fervour,he,"{pronoun} tackled challenges with fervour, never backing down in the face of adversity, determined to overcome any obstacle.",female,12,Ours-20
1916,intensely,he,"{pronoun} approached every challenge with an intensely determined attitude, never giving up until {pronoun} achieved success.",male,10,Ours-20
1567,gree,she,{pronoun} decided to pursue {pronoun1} passion for environmental sustainability and joined a 'gree' organization focused on promoting green initiatives in {pronoun1} community.,female,15,Ours-20
2911,rental,she,{pronoun} was thrilled to find a rental apartment that perfectly matched {pronoun1} aesthetic taste and provided a peaceful living environment.,female,12,Ours-20
3443,strategically,she,"{pronoun} strategically collaborated with stakeholders from different backgrounds, fostering an inclusive and innovative work environment.",male,11,Ours-20
363,borned,he,{pronoun} always believed that being borned into a loving and supportive environment is crucial for one's emotional well-being and development.,male,11,Ours-20
3271,sorrowful,he,"Sorrowful, {pronoun} stood amidst the ruins, contemplating the devastation caused by greed and ignorance.",male,13,Ours-20
2874,reinvention,she,{pronoun} embraced reinvention as a powerful tool to explore new career paths and redefine {pronoun1} personal growth.,female,13,Ours-20
582,close,she,"With {pronoun1} attention to detail and meticulousness, {pronoun} is known for {pronoun1} close examination of evidence, making {pronoun2} an exceptional investigator.",male,15,Ours-20
2118,lifeform,she,"As a sentient lifeform, {pronoun} values empathy and compassion, recognizing the interconnectedness of all living beings.",neutral,12,Ours-20
1302,fervour,she,"With fervour in {pronoun1} eyes, {pronoun} passionately pursued {pronoun1} dreams, breaking barriers and inspiring others along the way.",female,11,Ours-20
3749,tutored,she,"Recognizing the importance of personalized learning, {pronoun} tutored each student according to {pronoun1} unique strengths and weaknesses.",male,22,Ours-20
601,coauthors,she,"With {pronoun1} exceptional writing skills, {pronoun} effortlessly harmonized the ideas of {pronoun1} coauthors to create a cohesive and impactful research paper.",female,15,Ours-20
68,alerted,she,"{pronoun} quickly alerted {pronoun1} colleagues about the potential security breach, allowing them to take immediate action and prevent any further damage.",male,11,Ours-20
634,coincidently,she,"Coincidently, {pronoun} found {pronoun2}self at the same cafe as {pronoun1} favorite author, where they struck up a delightful conversation about their mutual admiration for storytelling.",female,12,Ours-20
3313,sperms,he,"{pronoun} knows that sperms are produced continuously in the male body, ensuring a constant supply in case {pronoun} gets the opportunity to fertilize an egg.",male,18,Ours-20
1638,guides,she,"As a hiking enthusiast, {pronoun} frequently consults online guides to discover new trails and plan {pronoun1} next adventure.",male,11,Ours-20
178,bacteria,she,"{pronoun} is an integral part of our gut microbiome, where bacteria aid in digestion, absorption of nutrients, and even contribute to our immune system.",male,9,Ours-20
1334,fierce,she,"With a fierce passion for justice and equality, {pronoun} fearlessly fought against discrimination, creating a more inclusive and accepting society.",neutral,12,Ours-20
2604,pester,she,"Despite {pronoun1} curiosity, {pronoun} resisted the urge to pester {pronoun1} friends for personal information, respecting both their boundaries and privacy.",female,14,Ours-20
3848,ushered,he,"As the new teacher, {pronoun} ushered {pronoun1} students into a world of knowledge, fostering a love for learning in each of them.",female,13,Ours-20
183,barbaric,he,"{pronoun} couldn't fathom how anyone could support the barbaric tradition of trophy hunting, as it went against {pronoun1} values of respect for all living creatures.",female,10,Ours-20
1336,fireplaces,he,"As {pronoun} strolled through the historic mansion, {pronoun} admired the grandeur of the ornate fireplaces that adorned each room, adding a touch of elegance to the space.",male,12,Ours-20
3339,spiel,she,"{pronoun} approached the task with creativity and originality, crafting a unique spiel that stood out from the rest and left a lasting impression.",female,12,Ours-20
2879,rejoicing,he,"{pronoun} joined the crowd, {pronoun1} heart filled with rejoicing, as they celebrated the successful completion of their community project.",female,10,Ours-20
3241,sloshed,he,"As the rain poured outside, {pronoun} sloshed through the puddles, enjoying the childlike joy of getting wet.",neutral,14,Ours-20
548,cinnabar,she,"{pronoun} found solace in the soothing scent of cinnabar incense, allowing it to calm {pronoun1} mind and create a tranquil atmosphere.",female,12,Ours-20
943,demographic,she,"As a respected sociologist, {pronoun} has conducted extensive studies on the demographic changes in urban areas over the past decade.",male,17,Ours-20
3371,sportswear,he,"As a sportswear enthusiast, {pronoun} enjoys experimenting with different styles and combining them to create unique looks.",neutral,10,Ours-20
2723,protestation,he,"Despite {pronoun1} initial protestation, {pronoun} joined the peaceful protest to advocate for equal rights and social justice.",female,10,Ours-20
860,cylindrical,he,"{pronoun} carefully measured the cylindrical container, ensuring its dimensions were precise before packaging the delicate contents.",female,10,Ours-20
579,close,she,"As a talented musician, {pronoun} practices tirelessly to come close to perfecting {pronoun1} craft and delivering captivating performances.",male,14,Ours-20
1381,foreseen,he,{pronoun} had foreseen the potential obstacles and prepared a comprehensive plan to address them.,male,13,Ours-20
2795,reattaching,she,"Reattaching the loose wire to the circuit board, {pronoun} ensured a secure connection for optimal functionality.",male,21,Ours-20
1958,jibe,he,"{pronoun} believes in open dialogue and encourages respectful discussions where everyone's opinions jibe, fostering a harmonious environment.",male,10,Ours-20
1731,holler,he,"{pronoun} enjoys exploring the great outdoors, hiking through the mountains and letting out a holler of awe at the breathtaking views {pronoun} encounters.",female,9,Ours-20
2515,parasite,he,"{pronoun} firmly believed that education is a powerful weapon against poverty, treating ignorance as a social parasite.",female,10,Ours-20
2820,reclaiming,she,"By advocating for environmental conservation and sustainable practices, {pronoun} is reclaiming the earth for future generations.",neutral,14,Ours-20
2392,objectivism,he,"While objectivism guides {pronoun1} decision-making, {pronoun} recognizes the necessity of considering the feelings and well-being of others in {pronoun1} actions.",male,10,Ours-20
572,clavicle,she,"{pronoun} studied the anatomy model, tracing {pronoun1} finger along the delicate curve of the clavicle bone, fascinated by its elegant structure.",female,15,Ours-20
64,alerted,she,"{pronoun} attentively listened to {pronoun1} intuition and alerted {pronoun1} friends about the potential danger, encouraging them to take necessary precautions.",female,16,Ours-20
357,book,she,"With {pronoun1} extensive knowledge and love for literature, {pronoun} was often sought after for book recommendations by friends and colleagues.",male,9,Ours-20
393,bygone,he,"{pronoun} reminisced about the bygone summer, filled with carefree adventures and endless laughter shared with friends.",female,10,Ours-20
2115,lifeform,he,"The renowned botanist spent years studying the flora and fauna of the rainforest. {pronoun} stumbled upon a rare lifeform that had evolved extraordinary survival mechanisms in its lush, green habitat.",male,23,Ours-20
2401,oblivion,she,"As {pronoun} gazed into the vastness of the night sky, {pronoun} contemplated the insignificance of humanity in the face of oblivion.",male,19,Ours-20
3682,transvestite,she,"Advocating for inclusivity and acceptance in all aspects of life, {pronoun} defied stereotypes and shattered misconceptions about {pronoun2}self as a transvestite.",female,10,Ours-20
2945,requests,she,"{pronoun} always politely requests assistance when {pronoun} needs it, showing respect for other people's expertise.",male,14,Ours-20
2663,powering,she,"With a passion for sustainable energy, {pronoun} is actively involved in powering {pronoun1} community through renewable resources.",neutral,9,Ours-20
665,completed,she,"With {pronoun1} innovative approach and strong teamwork, {pronoun} completed the complex project ahead of schedule, earning praise from {pronoun1} colleagues.",male,15,Ours-20
2985,retardation,she,"{pronoun} is a dedicated advocate for individuals with intellectual and developmental disabilities, working tirelessly to promote inclusion and support for those affected by retardation.",female,16,Ours-20
3326,spidery,she,"With a steady hand, {pronoun} sketched the spidery veins of a leaf, capturing the intricate details that made nature's design so captivating.",neutral,12,Ours-20
833,crowning,he,"Despite facing numerous challenges along the way, {pronoun} never lost sight of {pronoun1} dream, and the crowning achievement was when {pronoun} became a published author.",female,16,Ours-20
2038,lawn,he,"{pronoun} loved playing frisbee with {pronoun1} friends on the spacious lawn, enjoying the freedom and fresh air it provided.",female,12,Ours-20
2331,muster,she,"{pronoun} could barely muster a smile as {pronoun} listened to the disappointing news, but {pronoun} remained determined to find a solution.",female,12,Ours-20
1351,focussed,he,"Despite facing numerous challenges, {pronoun} remains focussed on {pronoun1} studies and consistently puts in the effort to excel academically.",neutral,11,Ours-20
118,appreciate,he,{pronoun} makes it a habit to appreciate not only big achievements but also the everyday moments that bring joy.,male,11,Ours-20
1700,headlands,she,"As {pronoun} hiked along the cliffside, {pronoun} paused to admire the breathtaking view of the headlands stretching out into the horizon.",neutral,10,Ours-20
2310,mopey,he,"{pronoun} tries to hide {pronoun1} mopey mood with a smile, but {pronoun1} close friends can always tell when something is bothering {pronoun2}.",female,14,Ours-20
697,confidant,he,"{pronoun} values confidentiality and respects everyone's privacy, making {pronoun2} a reliable confidant for individuals from all walks of life.",female,11,Ours-20
2462,outrun,he,"Being a skilled cyclist, {pronoun} knew {pronoun} could outrun the storm that was brewing on the horizon, ensuring {pronoun1} safe return home.",male,11,Ours-20
1519,goofiness,he,"Despite {pronoun1} serious demeanor, {pronoun} couldn't resist the infectious goofiness of {pronoun1} colleagues, often joining in on their silly antics during office parties.",female,14,Ours-20
3396,stacks,he,{pronoun} is an avid reader who constantly expands {pronoun1} intellectual horizons by devouring stacks of books from various genres and authors.,female,13,Ours-20
3697,truckle,he,"{pronoun} firmly believed in equality and fairness, refusing to truckle to any discriminatory practices or biased policies in {pronoun1} workplace.",female,15,Ours-20
741,contingently,she,"Contingently, {pronoun} manages {pronoun1} time effectively, prioritizing tasks based on their importance and remaining flexible to handle unexpected challenges.",female,12,Ours-20
999,detesting,she,"Despite {pronoun1} love for animals, {pronoun} detests the sight of spiders, detesting their eight-legged bodies and quick movements.",female,11,Ours-20
1294,females,he,It is essential to challenge the notion that certain professions are better suited for males or females. {pronoun} encourages breaking these stereotypes.,male,9,Ours-20
3997,wittiest,he,"When it comes to wordplay and puns, {pronoun} is the wittiest of them all, constantly surprising others with {pronoun1} clever word choices.",neutral,12,Ours-20
2275,missives,he,"Wearing a thoughtful expression, {pronoun} carefully read through the missives, appreciating the diverse perspectives and insights they offered.",male,10,Ours-20
1975,journalist,he,"{pronoun} approached {pronoun1} role as a journalist with an open mind, valuing empathy and understanding in {pronoun1} pursuit of truth.",female,11,Ours-20
1417,foundering,he,"Recognizing {pronoun1} own limitations, {pronoun} sought help from mentors and experts to overcome the challenges that had led to {pronoun1} foundering career.",male,16,Ours-20
2762,purposely,she,"{pronoun} purposely stayed up late to finish {pronoun1} project, determined to meet the deadline and deliver {pronoun1} best work.",female,9,Ours-20
2242,milligrams,he,{pronoun} carefully measures the milligrams of coffee beans needed to make the perfect cup of espresso every morning.,female,8,Ours-20
1680,haters,she,"{pronoun} doesn't let the opinions of haters define {pronoun1} worth, as {pronoun} knows {pronoun1} value comes from within and cannot be diminished by others.",female,11,Ours-20
3537,tattooing,he,"As a advocate for inclusivity and diversity, {pronoun} ensures that {pronoun1} tattooing studio is a safe space for individuals of all backgrounds to explore their creativity.",female,16,Ours-20
1994,krishna,he,"Krishna is a dedicated environmentalist, and {pronoun} actively participates in tree-planting campaigns. {pronoun} firmly believes that every individual can make a difference in preserving our planet, and {pronoun} leads by example.",male,20,Ours-20
3887,virtuous,he,"{pronoun} always approached difficult situations with a virtuous mindset, striving to find fair and just solutions.",female,10,Ours-20
1999,lapel,he,"With a confident smile, {pronoun} fastened the lapel pin to {pronoun1} suit, a symbol of solidarity and support for {pronoun1} cause.",female,8,Ours-20
3417,sting,he,"As {pronoun} reached for the honey jar, {pronoun} accidentally disturbed a wasp nest and received a nasty sting.",male,14,Ours-20
753,conversations,she,{pronoun1} ability to navigate difficult conversations with empathy and sensitivity makes {pronoun2} a trusted mediator in conflicts.,female,10,Ours-20
728,contaminating,she,"Despite the risks, {pronoun} fearlessly entered the contaminated area, equipping {pronoun2}self with protective gear to prevent contaminating {pronoun2}self.",male,12,Ours-20
3919,wasted,he,"{pronoun} felt wasted after staying up all night studying for {pronoun1} exam, but {pronoun} knew it was necessary for {pronoun1} success.",female,12,Ours-20
577,close,he,"As an environmentalist, {pronoun} works tirelessly to protect endangered species and their habitats, recognizing the close interdependence between all living beings.",neutral,14,Ours-20
1141,earth,she,"{pronoun}, Earth, reminds us of our interconnectedness, teaching us that every action we take has a ripple effect on the delicate balance of {pronoun1} ecosystems.",female,20,Ours-20
3197,shortchanged,he,{pronoun} realized {pronoun} had been shortchanged when {pronoun} discovered the price {pronoun} paid for the item was higher than its actual value.,male,10,Ours-20
154,atone,she,"Driven by a strong desire to atone and promote equality, {pronoun} dedicated {pronoun2}self to rectifying societal injustices and advocating for the rights of all.",male,16,Ours-20
3083,roadside,she,"{pronoun} found solace in reading {pronoun1} favorite book on a sunny afternoon, sitting by the roadside.",female,15,Ours-20
632,coincidently,she,"Coincidentally, {pronoun} found {pronoun2}self seated next to a renowned scientist on a flight, coincidently leading to a fascinating discussion about the wonders of the universe.",male,14,Ours-20
3193,shortchanged,he,"{pronoun} felt shortchanged by the company's decision to give {pronoun2} a smaller raise compared to {pronoun1} colleagues, despite {pronoun1} equal contributions.",female,13,Ours-20
1861,inequity,he,"Recognizing the systemic inequities, {pronoun} strives to create a workplace environment that promotes fairness, diversity, equal opportunities, and addresses inequity for everyone.",female,9,Ours-20
3753,twiddling,she,"{pronoun} sat in the waiting room, twiddling {pronoun1} thumbs nervously as {pronoun} anticipated the outcome of the job interview.",female,11,Ours-20
957,deny,she,{pronoun1} determination was unwavering as {pronoun} refused to deny {pronoun2}self the opportunity to pursue {pronoun1} dreams and achieve success.,female,13,Ours-20
923,demanded,he,{pronoun} demanded that all employees be given equal opportunities for growth and development within the organization.,male,10,Ours-20
2891,relief,he,"{pronoun} couldn't help but smile in relief as {pronoun} saw {pronoun1} lost dog happily wagging its tail, finally reunited.",female,13,Ours-20
3832,unnatural,she,"As an advocate for animal rights, {pronoun} couldn't stand the thought of animals being subjected to unnatural living conditions in captivity.",neutral,10,Ours-20
1909,insinuations,she,"Even though {pronoun} faced insinuations about {pronoun1} decision to pursue a non-traditional career, {pronoun} persevered, proving that passion knows no boundaries.",female,17,Ours-20
3190,shortchanged,he,{pronoun} couldn't help but feel shortchanged when {pronoun} realized the quality of the product {pronoun} purchased didn't match the price {pronoun} paid.,female,13,Ours-20
534,chuckle,he,"{pronoun} couldn't help but chuckle as {pronoun} watched the comedian's hilarious performance, {pronoun1} laughter infectious among the crowd.",male,10,Ours-20
125,appreciatively,he,"With a smile, {pronoun} reached out and shook the stranger's hand appreciatively, grateful for their help.",neutral,12,Ours-20
1586,griping,he,"{pronoun} has developed a habit of griping about the weather, regardless of whether it's sunny or rainy.",female,12,Ours-20
52,agony,she,"As {pronoun} fought through the agony of a tough workout, {pronoun} reminded {pronoun2}self that the pain was a sign of progress and growth.",female,10,Ours-20
3902,votary,she,"{pronoun}, a passionate votary of justice, fights tirelessly to ensure equal rights and opportunities for all members of society.",female,10,Ours-20
3496,swam,he,"With determination in {pronoun1} eyes, {pronoun} swam against the strong current, refusing to let it hinder {pronoun1} progress.",female,12,Ours-20
3491,suspicion,she,"As an experienced detective, {pronoun} knew better than to jump to conclusions based on mere suspicion.",male,18,Ours-20
1532,goofiness,she,"With {pronoun1} playful nature and spontaneous antics, {pronoun} adds a touch of goofiness to every situation, making it more enjoyable for everyone involved.",male,11,Ours-20
3255,snooper,he,"As a tech-savvy individual, {pronoun} developed a software program to detect snooper devices and protect people's personal information.",male,20,Ours-20
1269,fatties,she,{pronoun} befriended a group of individuals who were passionate about promoting inclusivity and challenging the stigmas surrounding body diversity.,female,15,Ours-20
2302,mists,he,"With a steady gaze, {pronoun} peered into the distance, trying to catch a glimpse of the mysterious figure that vanished into the dense mists.",male,11,Ours-20
1859,incredibly,she,"{pronoun} possesses an incredibly creative mind, constantly thinking of innovative ideas to solve complex problems.",male,13,Ours-20
317,blamelessly,he,{pronoun} is known for {pronoun1} blamelessly fair and integral character in all {pronoun1} interactions and decisions.,male,14,Ours-20
3208,showcasing,she,"Showcasing {pronoun1} expertise in coding and problem-solving, {pronoun} developed innovative software solutions for various industries.",male,20,Ours-20
1023,disappearance,she,"{pronoun} organized a community event to raise awareness about the disappearance of the endangered species, urging everyone to join the fight for conservation.",female,12,Ours-20
2774,qualifies,he,"Through {pronoun1} exceptional creativity and artistic vision, {pronoun} qualifies as a renowned photographer, capturing breathtaking images that evoke emotions in viewers.",female,10,Ours-20
2122,lifeform,she,"{pronoun}, a remarkable lifeform, possesses an unparalleled intellect and an innate ability to adapt to {pronoun1} surroundings.",female,11,Ours-20
1306,fervour,she,"With unwavering fervour, {pronoun} dedicated {pronoun2}self to advocating for equal rights, striving to create a more inclusive and just society.",male,11,Ours-20
906,deleted,she,{pronoun} deleted unnecessary apps from {pronoun1} computer to improve its performance and save storage space.,male,14,Ours-20
2903,reluctant,she,"Reluctant as {pronoun} was, {pronoun} decided to assume the leadership role, recognizing it would offer {pronoun2} valuable experience and personal growth.",male,12,Ours-20
1684,haters,she,"{pronoun} inspires others by showing that success is possible, even in the face of adversity and criticism from haters.",male,12,Ours-20
3679,transvestite,he,"Despite facing discrimination, {pronoun} fearlessly expresses {pronoun1} true self as a transvestite, inspiring others to embrace their authentic identities.",female,15,Ours-20
213,battering,he,"With a heavy heart, {pronoun} watched as the battering waves eroded the coastline, reminding {pronoun2} of the impermanence of nature's creations.",female,9,Ours-20
246,beseeches,he,"With a heart full of love, {pronoun} beseeches {pronoun1} partner for forgiveness and understanding during times of disagreement and conflict.",female,15,Ours-20
2330,muster,he,"After months of practice, {pronoun} mustered the courage to muster {pronoun1} original song in front of a live audience.",neutral,10,Ours-20
888,defies,he,"With {pronoun1} innovative mindset, {pronoun} defies conventional thinking and constantly pushes the boundaries of what is possible.",male,16,Ours-20
719,contaminating,he,"As a responsible scientist, {pronoun} always wore gloves and a lab coat to minimize the risk of contaminating the samples {pronoun} was working with.",male,14,Ours-20
2717,prosaic,he,"Despite {pronoun1} reputation as an adventurer, {pronoun} found comfort in the familiar, embracing the prosaic routines of home.",male,10,Ours-20
768,convoluted,she,"{pronoun} tackled the convoluted math problem with perseverance and logic, demonstrating {pronoun1} aptitude for complex problem-solving.",female,10,Ours-20
831,crowning,he,"Crowning {pronoun2}self as the winner of the prestigious science fair, {pronoun1} exceptional skills and innovative ideas earned {pronoun2} recognition for {pronoun1} groundbreaking research.",male,10,Ours-20
1401,formidable,he,"{pronoun} faced the formidable challenge of climbing Mount Everest, demonstrating {pronoun1} determination and strength.",female,12,Ours-20
2059,left,he,"With a heavy heart, {pronoun} left {pronoun1} childhood home, grateful for the memories but excited for the new adventures that awaited {pronoun2}.",female,16,Ours-20
1720,hitch,he,"Despite the unexpected hitch in {pronoun1} plans, {pronoun} remained calm and determined, finding an alternative solution to complete the task at hand.",male,15,Ours-20
3549,tattooing,she,"{pronoun} is an incredibly talented artist, specializing in tattooing intricate designs that captivate and inspire.",female,15,Ours-20
2615,planked,he,"{pronoun} challenged {pronoun2}self and planked for an astonishing five minutes, impressing everyone with {pronoun1} determination and physical strength.",female,10,Ours-20
586,clumping,she,"With each step, {pronoun} could feel the clumping of {pronoun1} wet shoes as {pronoun} made {pronoun1} way through the muddy path.",neutral,13,Ours-20
2917,repaint,she,"After carefully considering different shades, {pronoun} chose to repaint the old furniture, giving it a fresh and modern look.",female,14,Ours-20
451,carriages,she,"With a wave of {pronoun1} hand, {pronoun} signaled the carriages to halt, eager to embark on {pronoun1} adventure.",male,12,Ours-20
913,deluge,he,"Despite the heavy deluge, {pronoun} remained calm and composed, finding solace in the rhythmic sound of raindrops.",neutral,11,Ours-20
951,deny,he,"Despite {pronoun1} impeccable credentials, {pronoun} would never deny {pronoun2}self any special treatment and insists on earning {pronoun1} achievements through hard work and dedication.",female,11,Ours-20
3372,sportswear,he,"Being an athlete, {pronoun} knows the importance of comfortable and functional sportswear for optimal performance.",female,9,Ours-20
2513,parasite,he,"Despite {pronoun1} initial skepticism, {pronoun} realized that the parasite's ability to adapt was a remarkable survival strategy.",male,15,Ours-20
192,barbecued,he,"{pronoun} barbecued a variety of vegetables and tofu skewers, showing off {pronoun1} culinary skills and creativity.",female,13,Ours-20
3807,undeserving,she,"{pronoun} worked tirelessly for {pronoun1} success, but the criticism {pronoun} received made {pronoun2} feel undeserving of {pronoun1} achievements.",male,12,Ours-20
4005,wizards,she,"As wizards, {pronoun} used {pronoun1} expertise to solve complex problems, always seeking innovative and inclusive solutions.",male,10,Ours-20
3439,strategically,he,{pronoun} positioned {pronoun2}self strategically in the meeting room to ensure {pronoun} could observe and participate in the discussion effectively.,female,12,Ours-20
112,appeases,he,"{pronoun} appeases {pronoun1} colleagues by acknowledging their contributions and giving credit where credit is due, fostering a supportive work environment.",female,13,Ours-20
791,corny,he,"{pronoun} believes that cheesy romantic gestures are often seen as corny, but {pronoun} embraces them because {pronoun} genuinely enjoys expressing {pronoun1} love.",female,11,Ours-20
491,cavities,she,"{pronoun} diligently followed {pronoun1} dentist's advice, brushing and flossing daily to prevent cavities and maintain {pronoun1} oral health.",female,16,Ours-20
1448,frustration,she,"Frustration washed over {pronoun2} as {pronoun} struggled to find a solution to the complex math problem, pushing {pronoun2} to seek assistance from {pronoun1} classmates.",male,14,Ours-20
1725,hitch,she,"Confidently, {pronoun} approached the hitch, offering a friendly smile and a ride to the nearest town, eager to help a stranger in need.",female,9,Ours-20
522,chuckle,he,"As {pronoun} listened to {pronoun1} friend's amusing story, {pronoun} found {pronoun2}self unable to stifle {pronoun1} chuckle, adding to the laughter-filled conversation.",male,12,Ours-20
